gene	0h	3h	12h	24h	48h
affy_1422307_at	6.026078434	6.010854933	5.711928716	5.627723306	5.649826198
Rac2	9.286275125	8.249354089	7.865513053	8.961665738	8.910161679
5430405G24Rik	7.262504347	7.262118267	7.176210939	6.626580689	6.886515196
Fuk	6.403071863	5.874387465	5.64430648	5.833295687	6.027112327
AW208599	8.967039435	8.968674957	8.45034695	8.318798277	8.591188125
Ptpn18	10.24989321	9.633860873	9.039332823	9.822209223	9.874123279
Elf1	8.975165133	8.114701868	8.39034891	8.526977886	8.599442437
Wrb	5.370523861	5.50045456	5.489932974	5.112198446	4.995018403
Bzrap1	4.331751748	3.522376538	3.954323811	4.001565854	3.956271751
Rad21	7.970059273	8.629597469	8.442920152	7.634756737	7.594612009
Foxc2	2.607440835	2.243483935	2.241627518	2.156333778	2.232051666
Dhx33	6.789422814	6.594081354	6.739825193	6.491334862	6.414048573
Pgm5	2.694735127	2.405039276	2.482505948	2.554523637	2.319410623
Lysmd1	6.018178066	5.786731937	5.667682507	5.785883883	5.642972695
Pgrmc2	6.608970285	6.620308502	6.52592837	6.249486569	6.233945191
Sars2	6.41014599	6.982629072	6.624205069	6.445326975	6.035209764
Ube2d2	8.804549417	8.551262225	8.562606789	8.534963481	8.429873724
4632427E13Rik	4.811458321	4.3540657	4.487078746	4.505485428	4.436962131
affy_1445150_at	3.128755466	3.089487809	2.982112504	2.833384574	2.75432716
Zfp715	6.556039411	5.50858337	5.784686579	5.935263485	6.181795231
Tubgcp2	6.421165161	6.508891541	6.415454259	6.302611261	6.047197629
Eftud1	4.69018681	4.687673779	4.662722815	4.503064906	4.316284167
Ndufb4	10.05237619	10.18309763	10.03860724	10.03415056	9.678643192
Fars2	6.470682181	6.270065998	6.055318424	6.275069014	6.097028121
Aip	9.32501292	8.819218983	8.761502242	8.956902757	8.951426211
Myl7	3.25492184	3.14091376	3.074653508	2.961988694	2.881356888
affy_1420264_at	4.487326909	4.233644248	4.476707003	4.14825594	4.113808429
2510003B16Rik	4.851348939	4.898173679	4.657645013	4.418134819	4.477870623
Cbr1	7.101104636	6.627769166	6.804278477	6.85303765	6.727643051
AW124694	6.144737518	5.928759252	5.971776142	5.4839691	5.771319705
affy_1425502_x_at	2.95966007	2.84664698	2.44143392	2.287443704	2.586320128
Ret	3.71673854	3.566696557	3.548102324	3.365991536	3.343415187
Dvl1	8.630205737	8.299256098	8.325046924	8.138030935	8.256904742
0710001D07Rik	3.976402408	3.521511661	3.673841065	3.613706174	3.603103071
Spink3	3.10585315	3.026213726	2.639500824	2.752985946	2.732583748
Ubiad1	6.940106311	6.994739844	6.878109332	6.817910506	6.567121662
Fgb	2.841144371	2.993728132	2.938497063	2.844759187	2.46819768
Cog8	7.913692464	7.341063633	7.438610391	7.644250623	7.540813283
Brf2	6.767308374	7.324398199	6.845220847	6.600627602	6.394434002
affy_1459655_at	3.619336064	3.588531431	3.223304184	3.332216795	3.246502205
Srp14	10.74768613	10.40964745	10.52413853	10.58975216	10.37486843
Ppp2r2d	8.084799144	8.710683952	8.318163143	7.941398222	7.712008299
Zmat2	6.558195354	6.412094488	6.449498694	6.329346686	6.185510256
affy_1437947_x_at	9.773233481	10.08647155	9.917684895	9.786182597	9.400701857
Ddb2	5.393551214	5.151511319	5.00049177	4.589188362	5.021054062
Nfs1	6.634080856	6.772773965	6.713593697	6.546058645	6.261620181
Ch25h	3.480849373	3.360897965	3.358242414	3.398226006	3.108439528
affy_1453513_at	4.859360459	4.683365563	4.712875279	4.54609512	4.487068677
Ogg1	5.187957768	5.0345783	5.178152385	5.154927544	4.815887288
Fnta	9.948574341	9.676881905	9.798371025	9.907964267	9.576505365
BC004004	6.59808384	6.24681941	6.030738278	6.293096571	6.226028409
Ptpla	8.995516774	9.298913297	9.588978124	8.835123465	8.623468122
Pex7	5.788281735	6.049354551	5.853229162	5.662732436	5.416325343
Pdcl3	9.068546492	8.81161601	9.417380426	9.072523493	8.696610437
LOC278757	7.368664139	6.838815307	6.443770969	6.907513973	6.996742699
affy_1438353_at	6.455451572	6.222132416	6.201584505	5.692659646	6.083901329
Gprk2l	4.063669675	3.054941703	3.168433012	3.651711072	3.69233014
Scfd2	4.237141436	4.338196242	4.102957958	3.924605443	3.865833826
6330583M11Rik	8.005983762	8.124044816	7.996890166	7.935665946	7.635353015
Rasd2	4.357954338	4.276529259	4.371505973	4.207054139	3.987397593
C430010C01	5.632888116	5.209221783	4.995547487	5.321223404	5.262458565
affy_1445072_at	3.790364307	3.775185087	3.719879468	3.58483678	3.420012178
Adprhl2	6.475740995	6.869876233	6.52114244	6.235298785	6.105525847
Dusp10	4.853062611	4.45521154	4.127331952	4.453514565	4.482894133
2210408K08Rik	7.57062961	7.964750756	7.867967273	7.324055554	7.200804247
Tnks1bp1	5.095481478	4.781124628	4.86956133	4.686495256	4.726058201
Pcdhb11	3.306046005	2.959151098	3.072986704	3.097874566	2.936815422
2900002K06Rik	3.789315192	3.548492587	3.533619992	3.525346747	3.42008874
AU018778	2.488524442	2.328061952	2.261590999	2.238886641	2.119392447
Zfp295	5.724757221	4.715914882	5.059540683	5.035339256	5.355640548
Apoa2	4.245858607	4.125990291	3.958760742	4.027957402	3.87684565
affy_1445758_at	4.397510005	4.118241833	4.002301671	4.131414073	4.02860075
Tusc2	6.980881053	7.088145056	6.706564671	6.446042737	6.612044207
Col22a1	3.115323714	3.0355122	2.862919386	2.973445421	2.746622183
BC021614	4.074421787	4.047076271	4.231561337	4.201547595	3.705998378
Kcnj14	2.752031626	2.792605735	2.582154481	2.516447806	2.383940808
Refbp2	8.276721241	9.98273778	9.799273728	8.42991515	7.908639556
Aatf	5.978989692	5.862127743	6.030928467	5.667356542	5.611033177
Cxcr3	5.479860695	5.503715512	4.835688644	5.420321613	5.112365482
Fkbp14	4.126448238	3.541347321	4.015568393	4.159322785	3.759631728
Cwf19l1	5.758603263	6.308168876	5.844168969	5.27455629	5.391858656
C130022K22Rik	7.810138583	7.790422462	7.466348693	7.454867599	7.443556095
LOC434179	4.916417318	4.354556232	4.107107431	4.113484181	4.549882892
0.0	3.578309251	3.223139991	3.455605546	3.425974441	3.211930944
Eif2b5	6.433595328	6.540455114	6.499540525	6.339961518	6.067404044
affy_1453581_at	7.457182953	7.455484247	7.021485644	7.095881569	7.091098864
Ascc3l1	8.159689026	8.843937186	8.627282948	7.949742285	7.793657405
C230096K16Rik	4.1668766	3.859233333	3.804176752	3.812100304	3.800903105
Ela1	4.808059604	4.384671627	4.201277043	4.224998744	4.44210528
Trim33	5.524527321	5.440677956	5.36750369	5.223552636	5.158723098
Gga3	7.588208012	7.442643582	7.134823113	7.319522837	7.222434528
AW046457	3.975182049	3.730260878	3.547492851	3.647608613	3.609628
4831426I19Rik	5.047038405	5.722920397	6.081520482	5.489145561	4.681490967
BC002059	6.31465773	5.90529435	5.74786057	5.911668265	5.949139819
St7	7.136433319	7.604887588	6.638791428	6.764226253	6.770972573
A930001N09Rik	7.212697405	6.266117576	6.243884936	6.41203636	6.847260219
0610040B10Rik	4.648856349	4.379585369	4.158295361	4.21829126	4.283708275
Sst	4.857784374	4.650122371	4.784807034	4.925515143	4.492795513
Arl6ip1	10.42150293	10.52246738	10.31406965	10.23314783	10.0568174
9230108I15Rik	6.138829403	5.933576444	5.689031815	5.61474032	5.774191808
Zbtb3	4.727964954	4.601929693	4.418953139	4.455785355	4.363407785
Dnajc8	9.251544951	9.523072178	9.312975289	8.721974314	8.887003473
Wdr24	7.676283897	7.107307969	6.980340249	7.444573934	7.311810069
2700059L22Rik	2.953591683	2.807725136	2.826076827	2.381207734	2.589337406
Gapvd1	7.302838579	7.431016812	7.390188122	7.12186153	6.938662339
Schip1	3.226704407	3.064062183	3.372334058	2.73211399	2.862723483
Myg1	5.664681414	6.233586796	5.981545364	5.499432192	5.300705451
Zfp277	7.032307187	6.639931087	6.38435447	6.490167612	6.668347994
AI316807	7.569803771	7.12713305	7.119204552	7.248233233	7.206241776
Hnrph1	9.009675776	9.186354838	9.339145479	8.677530117	8.646366877
Dnmt3b	4.140558352	4.901048138	4.563666023	4.07177823	3.77751512
Tmed1	7.086818674	7.851774246	7.589990402	6.977587844	6.723904654
Mcm10	3.520987828	3.760636187	3.723919377	3.25706435	3.158312882
Crygd	2.882162056	2.629859483	2.564402456	2.501071912	2.519558871
Abcb8	6.417272439	6.525939494	6.757832876	6.61169359	6.054683436
Exosc10	8.126824297	8.53219919	8.412204556	8.072914097	7.764438548
Klhl10	3.177754879	2.790159653	2.769985816	2.918990716	2.815371123
Hnrpk	10.94544284	11.39856796	10.81720557	10.59606648	10.58311649
affy_1444839_at	2.234954201	1.872434922	2.162887697	2.206417183	1.872903954
Acy3	6.734424169	5.991797845	6.069252745	6.692570255	6.372557021
Mcpt8	3.061078548	2.776038118	2.824299669	2.81068579	2.699255978
Yy1	8.294230222	7.994255918	7.761149113	7.744170922	7.932424009
Tmem117	2.968577591	2.878507386	2.682665421	3.079962888	2.606880931
Mdm4	6.19232605	5.346787866	5.745700171	5.901399585	5.830634989
affy_1457958_at	3.982345568	4.051153181	3.987934597	3.584852042	3.62065538
Csnk1g2	8.399982117	8.239163192	8.447466935	8.309565079	8.038537881
BC024814	3.871014852	4.136415876	4.044394902	3.604242645	3.509580789
AI449595	4.082718783	4.67400801	4.497421269	3.777094358	3.721522947
Dhdds	5.606449265	5.38674309	5.541281505	5.726957259	5.245393708
Pank1	4.959210553	5.692129145	5.785074721	4.899197939	4.59819586
Tsn	8.437893666	8.962237012	8.732859163	8.224213019	8.077038825
Ncdn	7.275557268	7.726021898	7.633648417	7.448390162	6.914729231
Morf4l1	12.19683719	12.05058509	12.01330564	11.90918973	11.83621671
Polr2k	9.549490868	10.07626011	10.10229551	9.629159178	9.188912106
Gdf2	5.787636109	5.691486489	5.491844315	5.619503333	5.427426309
Ptma	12.66607143	13.34552318	13.0354775	12.33067996	12.30595483
affy_1427721_at	2.496795836	2.206327471	2.380348504	2.295590381	2.136688048
Crsp3	7.038843442	7.373155101	6.87356521	6.643521381	6.678777264
Nrgn	3.673289823	3.820695934	3.312068179	3.529896074	3.313271796
Gab1	7.6136695	6.223541593	6.436116565	7.250377028	7.253662791
1110058A15Rik	2.714278355	2.550531725	2.506709225	2.455976604	2.354801163
A430107D22Rik	7.130407573	5.606656247	6.693115775	7.102490029	6.770961798
Hdac8	4.971115731	3.83982481	4.003329979	4.257609871	4.611697137
Zfp143	6.954351215	6.902926167	6.362035878	6.496528917	6.594952462
Crygs	2.896471695	2.505687927	2.59884455	2.550363893	2.537316458
4930578N16Rik	4.181677754	3.590053327	3.597995683	3.684119607	3.822527542
BC023818	3.071392463	2.493259954	2.640773742	2.759127496	2.712521176
Gpr133	2.960968602	2.865949587	2.569997696	2.588155522	2.602143354
Zfp251	7.178506383	6.808874661	6.95201616	6.849897166	6.819693042
affy_1443703_at	2.587382233	2.212731944	2.081793719	2.134355292	2.228648573
affy_1446025_at	4.979099963	4.891498374	4.971156492	4.486367522	4.620473904
Adamtsl2	6.027641726	5.770419149	5.848603248	5.640914921	5.66904459
Steap3	3.057397186	2.875054974	2.775118634	2.819596117	2.698861081
Pop7	7.605195768	8.085991957	7.817977832	7.822656838	7.246794487
A930006K02Rik	2.966627243	3.050720318	2.984226512	2.891676478	2.608234734
Ndst1	4.819142543	4.271800253	4.303346594	4.526595263	4.460790262
2010004A03Rik	4.406914791	4.202348034	4.048625261	3.786776756	4.048717542
Ptpn4	5.265442735	4.954373841	4.847271729	5.191315169	4.907424791
Klk1b21	5.219216707	4.913169702	4.852784528	4.935846395	4.861240177
1600002H07Rik	3.89101504	4.653285851	4.367473871	3.524192921	3.533201619
Bpgm	6.253003283	6.145115639	5.674209795	6.152407528	5.895195316
Hrb	7.490374775	7.272717779	7.150512218	6.947048281	7.132700215
C530028I08Rik	6.80991147	6.997468628	7.222067206	6.462257421	6.452512039
Eva1	2.280775781	1.967907838	2.038420702	2.039898498	1.923452493
Fkbp7	4.539457438	4.090048866	3.916295885	4.123063389	4.182354361
Gps2	7.183186539	7.14095936	7.017934505	6.979045524	6.826106128
Ppp4r2	8.857386388	8.714881584	8.359971651	8.140950387	8.500402898
Gck	3.851405006	3.734355969	3.772555116	3.570010209	3.494660449
Myoc	2.934985576	2.8107953	2.832991836	2.843545281	2.578359655
Ndufs6	9.452090463	9.861108327	9.699622812	9.496901566	9.095508409
2310043J07Rik	4.217082809	3.929499329	3.562217345	3.584156465	3.860586556
BC047219	4.620349734	4.268635203	4.087490407	4.58679494	4.263916364
2610301G19Rik	8.317481159	9.012315879	9.03505218	8.564946878	7.961076342
D630014A15Rik	7.978582104	6.802178456	7.483091336	7.565844687	7.622204989
U2af1l4	7.910370039	7.695705943	7.771970066	7.674720173	7.554185357
Eya1	3.234738553	2.991277554	2.821360737	2.675731707	2.878944
affy_1446104_at	4.332310124	3.872421442	3.86618669	3.775359616	3.976713341
Psmc4	9.526178727	10.24727273	10.21908784	9.397808585	9.170654871
Nufip2	8.198873387	8.011809126	7.643407157	7.729643851	7.843389272
Smad3	4.882963186	5.068688718	5.397572726	5.264168503	4.527932799
Zfp322a	6.892032566	7.090462566	6.80721599	6.600336961	6.537117533
Top2b	6.825296834	6.224651655	6.223475923	6.475998866	6.470385506
LOC434197	4.137568819	3.756786064	3.960052403	3.620057105	3.782920888
Sf3b5	9.525497991	10.36275255	10.0972178	9.59634648	9.171049329
Ap4m1	5.874503064	5.846629465	5.645990132	5.55181903	5.520259421
Gpiap1	9.554809945	8.870802316	8.89270899	8.893292128	9.200649191
affy_1445045_at	2.755645377	2.451735978	2.521907034	2.366517183	2.401604701
AA409749	4.642471358	5.22508146	5.201259158	4.47169312	4.288480519
Jmjd3	8.327885731	7.562718662	7.810992258	8.164666216	7.974012557
Srr	5.343033727	4.596458638	4.669069254	4.767141777	4.989266515
AL033326	7.216810129	7.119625362	6.827207135	6.855759732	6.863262292
Gloxd1	2.903738008	2.956116488	3.057389824	2.765919266	2.550227533
affy_1441027_at	3.740248025	4.244340465	3.936747594	3.657314254	3.38682917
Sdha	9.110828182	9.089125059	9.116228512	9.124089828	8.75766937
Pola1	3.567466796	4.163908152	3.934748819	3.138549743	3.21440631
Bet1	7.187586635	6.620340352	7.075130377	7.469346326	6.834604097
Rcn2	6.267733727	6.484328562	6.168014356	5.912029653	5.914803565
6330500D04Rik	6.495070039	6.852428919	6.965804311	6.725011852	6.142149974
affy_1441783_at	3.206409039	2.876986699	2.81851864	2.855199084	2.853680777
affy_1443755_at	3.826501539	3.621770626	3.814418865	3.683863815	3.473891208
Sf3a3	7.919402303	9.032516542	8.735945341	7.697466402	7.566915314
Mrpl40	8.723955456	9.48142325	9.263550209	8.649701883	8.371531959
Foxl2	3.316241026	3.229358776	3.400730209	2.966541068	2.963891108
Pou2f1	7.066325032	7.92870037	6.772330819	6.590493467	6.714270346
Aldh16a1	7.28843935	7.531680711	7.655780684	7.381038225	6.93646316
0610010D20Rik	5.015806279	4.71427019	4.624686203	4.747697662	4.664302979
Rffl	7.726279688	7.684185999	7.21739829	7.428046711	7.374867318
Rpl32	13.08575054	12.92193538	12.88595458	12.8822748	12.73441666
affy_1435150_at	2.55654013	2.585451857	2.603697629	2.088437816	2.205265454
Hist1h2ao	11.63651097	13.39884867	13.11125113	11.18488892	11.28553147
Traf5	4.656465085	4.255076762	4.478041519	4.532692959	4.305489032
Elf4	5.322047276	4.890220599	5.176394371	5.08894356	4.97178062
Mto1	5.540582853	5.202170457	5.449298194	5.274942436	5.190388758
Gtf2h1	8.424787437	7.814661521	7.896497404	7.934972276	8.074649321
4631424J17Rik	7.364140033	7.618442511	7.290124983	7.001778488	7.014037005
BC039632	3.044969874	2.765722676	2.733868556	2.874411143	2.695215633
Timp1	4.660502796	4.230128802	4.134815775	5.162469714	4.310833029
Wnk4	3.645791977	3.153314964	3.108719175	3.180319954	3.296250384
Hcfc2	6.885011094	6.95682342	6.919920871	6.743871072	6.53549006
4932415G12Rik	5.284003723	5.200447357	4.878200735	5.138794882	4.934622333
2010311D03Rik	9.063205969	9.365923355	9.190316396	9.17372239	8.71397512
Zfp456	4.340070277	4.46931485	4.007102378	3.913258485	3.99090315
Cetn2	8.393375547	9.02104525	8.984073213	8.689488143	8.044273251
affy_1427820_at	5.81276269	5.808070257	5.636447525	5.34340341	5.463684254
Prosc	6.39296002	6.170406594	6.383028474	6.16749276	6.04393412
affy_AFFX-LysX-M_at	10.5868832	10.16268663	10.162267	9.850224794	10.23786595
1110037F02Rik	8.462926625	8.520849631	8.230908618	8.125039739	8.113982243
B230112C05Rik	3.687856385	3.518569161	3.563894945	3.310352602	3.33897833
Ing5	5.488836261	6.763492341	6.120698264	5.485669485	5.140272255
Hcn3	5.46808728	5.102492269	5.298313084	5.101118331	5.11958087
Lin7b	3.437261764	3.417761611	3.403254508	3.119694872	3.088788447
E030042O20Rik	3.469956813	2.727319313	2.471697588	2.574930372	3.121545111
4932432N04Rik	3.197628113	2.894844672	2.924999237	2.941029573	2.849438018
2310028O11Rik	10.32571075	10.71396241	10.66174482	10.43620959	9.977607374
Rbbp9	3.562767933	2.947906038	3.074636104	3.303300245	3.215349515
affy_1436814_at	2.884137445	2.645992209	2.839351773	2.916463214	2.536894132
6720403M19Rik	3.720411155	3.672662686	3.451379094	3.522968227	3.373292021
4930453O03Rik	4.440666794	4.194395516	4.269655537	4.126070404	4.093567989
Zfp346	6.746130125	6.425983885	6.505657577	6.300411639	6.399200745
affy_1457365_at	2.706769508	2.2506708	2.115442158	2.520163278	2.359921774
2900075B16Rik	3.364625363	3.156448793	3.370718208	3.41201895	3.018031896
Yipf5	8.860230764	8.783017541	8.724018507	8.899769375	8.513637658
Mtfmt	6.367966291	6.337315266	6.385495836	5.981709622	6.021401485
Dbpht1	3.538268435	3.246330935	3.262422542	3.042253719	3.191716744
C1ql3	3.661693483	3.318544695	3.359225204	3.39142801	3.315197654
2310067B10Rik	5.952437371	5.810993869	5.754730714	5.867096808	5.606269893
affy_1431549_at	3.663568392	3.227515504	3.467357016	3.305291686	3.317445326
L3mbtl3	6.372404979	5.874042932	6.542841619	6.27012397	6.026601806
affy_1440196_at	10.40343812	8.955523044	9.34429224	9.747743877	10.05772407
Ncor2	5.651672275	5.526770436	5.663645915	5.460386895	5.30598722
affy_1443868_at	5.595714285	5.756200873	5.999434392	5.608585559	5.250095546
Pcsk1n	4.766722554	4.725933129	4.484432997	4.428624273	4.421107362
affy_1443623_a_at	3.298586079	2.85480059	3.021392944	3.096720599	2.953119662
5730412N02Rik	2.823905598	2.642511198	2.427310171	2.46022725	2.478539508
affy_1445641_at	7.577802148	7.211777957	7.433015082	7.029466959	7.232469022
Tlk1	6.138164369	6.142531277	5.911676173	5.805397916	5.793025989
affy_1443833_at	3.639113249	3.557726704	3.296811354	3.398666214	3.294079883
2310031A07Rik	3.885299132	3.938040938	3.499036026	3.512942449	3.540339402
Eral1	6.91115347	7.265337737	7.046897561	6.801233642	6.566197513
Nr4a2	4.213212663	3.91777538	3.897458906	4.099893553	3.868282312
8430419L09Rik	5.074854814	5.086847354	5.121029363	4.911372943	4.730367529
AI851161	4.010030892	3.810566532	3.830663569	3.65301343	3.665552365
Mpp5	5.449132326	5.046930407	4.598497041	4.657222374	5.104664726
AU015892	2.74404553	2.682636954	2.582339218	2.585675499	2.399588653
4930579D07Rik	4.466508097	4.170289133	3.923414059	4.038732663	4.12227788
Za20d3	8.171406948	7.605878109	7.860969268	7.969405627	7.827206289
Prss36	5.186086256	4.908731293	4.668650827	4.816091459	4.841928538
Mrpl17	5.660122472	4.983645649	4.942459875	5.026227445	5.316047539
1700112C13Rik	4.14011383	3.885268732	3.951488991	3.968761151	3.79612055
4933426D04Rik	2.892086213	2.941795554	2.562620476	2.529163813	2.548102687
affy_1440989_at	4.742933127	4.94567377	4.710351891	4.816267277	4.399032334
Asb7	6.024863244	5.938765605	5.760593927	5.517487664	5.681010831
Es2el	5.803149178	6.092628943	5.936147247	5.480788438	5.459313944
Fbxo15	2.474205728	2.193030184	2.229854928	2.203407705	2.130407823
Ppp1r14b	4.929666331	4.934464098	4.531768253	4.590678227	4.585932872
1700060E18Rik	3.254920472	2.898768856	3.121068623	2.750657146	2.911240045
Ascc1	4.947784348	3.903820706	3.990988833	4.204718589	4.60432509
Slc26a11	5.175579865	4.689694458	4.570798306	4.686031778	4.832303525
2300002G24Rik	3.604441188	3.182463539	3.293828164	3.414239746	3.261167945
